season,team_name,role,name
2000,St. Louis Rams,Defensive assistant,Sam Clark
2000,St. Louis Rams,Defensive assistant,Howard Tippett
2000,St. Louis Rams,Special teams,Larry Pasquale
2000,St. Louis Rams,Strength and conditioning,Chris Clausen
2000,St. Louis Rams,Strength and conditioning,Dana LeDuc
2000,San Diego Chargers,Chairman of the board,Alex Spanos
2000,San Diego Chargers,President/vice chairman,Dean Spanos
2000,San Diego Chargers,Executive vice president,Michael Spanos
2000,San Diego Chargers,Vice president of football operations,Ed McGuire
2000,San Diego Chargers,Director of player personnel,Billy Devaney
2000,San Diego Chargers,Director of pro personnel,Greg Gaines
2000,San Diego Chargers,Director of college scouting,Jimmy Raye
2000,San Diego Chargers,Head coach,Mike Riley
2000,San Diego Chargers,Offensive supervisor/offensive line,Joe Bugel
2000,San Diego Chargers,Offensive coordinator,Geep Chryst
2000,San Diego Chargers,Quarterbacks,Mike Johnson
2000,San Diego Chargers,Running backs,Ollie Wilson
2000,San Diego Chargers,Wide receivers,Mike Sanford
2000,San Diego Chargers,Tight ends,Paul Chryst
2000,San Diego Chargers,Offensive assistant/quality control,DelVaughn Alexander
2000,San Diego Chargers,Defensive coordinator,Joe Pascale
2000,San Diego Chargers,Defensive line,Wayne Nunnely
2000,San Diego Chargers,Linebackers,Jim Vechiarella
2000,San Diego Chargers,Defensive backs,Rod Perry
2000,San Diego Chargers,Defensive assistant/secondary,Mark Banker
2000,San Diego Chargers,Defensive assistant/quality control,Andrew McClave
2000,San Diego Chargers,Special teams,Bruce Read
2000,San Diego Chargers,Strength and conditioning,John Hastings
2000,San Diego Chargers,Assistant strength and conditioning,Mike Schleelein
2000,Oakland Raiders,Principal Owner / President of the General Partner,Al Davis
2000,Oakland Raiders,Senior Executive,John Herrera
2000,Oakland Raiders,Head coach,Jon Gruden
2000,Oakland Raiders,Coaches’ Assistant,Paul Kelly
2000,Oakland Raiders,Offensive coordinator/offensive line,Bill Callahan
2000,Oakland Raiders,Quarterbacks,Gary Stevens
2000,Oakland Raiders,Running backs,Skip Peete
2000,Oakland Raiders,Wide receivers,Fred Biletnikoff
2000,Oakland Raiders,Tight ends,Jim Erkenbeck
2000,Oakland Raiders,Offensive quality control,John Morton
2000,Oakland Raiders,Quality control,David Shaw
2000,Oakland Raiders,Defensive coordinator,Chuck Bresnahan
2000,Oakland Raiders,Defensive line,Mike Waufle
2000,Oakland Raiders,Linebackers,Robin Ross
2000,Oakland Raiders,Defensive backs,Ron Lynn
2000,Oakland Raiders,Assistant defensive backs/director of squad development,Willie Brown
2000,Oakland Raiders,Defensive assistant,Woodrow Lowe
2000,Oakland Raiders,Defensive quality control,Don Martin
2000,Oakland Raiders,Special teams,Bob Casullo
2000,Oakland Raiders,Strength and conditioning,Garrett Giemont
2000,Washington Redskins,Owner,Daniel Snyder
2000,Washington Redskins,Director of player personnel,Vinny Cerrato
2000,Washington Redskins,Assistant general manager,Bobby Mitchell
2000,Washington Redskins,Head coach,Norv Turner
2000,Washington Redskins,Pass game coordinator,Terry Robiskie
2000,Washington Redskins,Quarterbacks,Rich Olson
2000,Washington Redskins,Running backs,Kirby Wilson
2000,Washington Redskins,Tight ends,Pat Flaherty
2000,Washington Redskins,Offensive line,Russ Grimm
2000,Washington Redskins,Offensive assistant,Jason Verduzco
2000,Washington Redskins,Defensive coordinator,Ray Rhodes
2000,Washington Redskins,Defensive line,Rubin Carter
2000,Washington Redskins,Defensive line,Mike Trgovac
2000,Washington Redskins,Linebackers,Foge Fazio
2000,Washington Redskins,Defensive backs,Ron Meeks
2000,Washington Redskins,Defensive assistant,Kirk Olivadotti
2000,Washington Redskins,Special teams,LeCharls McDaniel
2000,Washington Redskins,Strength,Dan Riley
2000,Washington Redskins,Conditioning director,Jason Arapoff
2001,Arizona Cardinals,President,Bill Bidwill
2001,Arizona Cardinals,Vice president,Larry Wilson
2001,Arizona Cardinals,Vice president and general counsel,Michael Bidwill
2001,Arizona Cardinals,General manager,Bob Ferguson
2001,Arizona Cardinals,Assistant to the president,Rod Graves
2001,Arizona Cardinals,Head coach,Dave McGinnis
2001,Arizona Cardinals,Offensive coordinator,Rich Olson
2001,Arizona Cardinals,Quarterbacks,Geep Chryst
2001,Arizona Cardinals,Running backs,Johnny Roland
2001,Arizona Cardinals,Wide receivers,Jerry Sullivan
2001,Arizona Cardinals,Tight ends,Pete Hoener
2001,Arizona Cardinals,Offensive line,George Warhop
2001,Arizona Cardinals,Assistant Off. Line/Off. Quality Control,Mike Devlin
2001,Arizona Cardinals,Defensive coordinator,Larry Marmie
2001,Arizona Cardinals,Defensive line,Joe Greene
2001,Arizona Cardinals,Linebackers,Jeff FitzGerald
2001,Arizona Cardinals,Defensive backs,Kevin Ramsey
2001,Arizona Cardinals,Special teams,Hank Kuhlmann
2001,Arizona Cardinals,Special Teams Assistant/Def. Quality Control,Stan Kwan
2001,Arizona Cardinals,Strength and conditioning,Bob Rogucki
2001,Baltimore Ravens,Owner and CEO,Art Modell
2001,Baltimore Ravens,President and coo,David Modell
2001,Baltimore Ravens,Minority owner,Steve Bisciotti
2001,Baltimore Ravens,Vice president of player personnel,Ozzie Newsome
2001,Baltimore Ravens,Director of football administration,Pat Moriarty
2001,Baltimore Ravens,Director of college scouting,Phil Savage
2001,Baltimore Ravens,Director of pro personnel,James Harris
2001,Baltimore Ravens,Assistant director of pro personnel,George Kokinis
2001,Baltimore Ravens,Head coach,Brian Billick
2001,Baltimore Ravens,Assistant head coach/secondary,Steve Shafer
2001,Baltimore Ravens,Offensive coordinator,Matt Cavanaugh
2001,Baltimore Ravens,Running backs,Matt Simon
2001,Baltimore Ravens,Wide receivers,Mike Nolan
2001,Baltimore Ravens,Tight ends/assistant offensive line,Wade Harman
2001,Baltimore Ravens,Offensive line,Jim Colletto
2001,Baltimore Ravens,Defensive coordinator,Marvin Lewis
2001,Baltimore Ravens,Defensive line,Rex Ryan
2001,Baltimore Ravens,Linebackers,Jack Del Rio
2001,Baltimore Ravens,Defensive backs,Donnie Henderson
2001,Baltimore Ravens,Defensive assistant/defensive line,Mike Smith
2001,Baltimore Ravens,Special teams coordinator,Russ Purnell
2001,Baltimore Ravens,Assistant special teams,Paul McCord
2001,Baltimore Ravens,Assistant special teams,Bennie Thompson
2001,Baltimore Ravens,Head athletic trainer,Bill Tessendorf
2001,Baltimore Ravens,Strength and conditioning,Jeff Friday
2001,Baltimore Ravens,Assistant strength and conditioning,Chip Morton
2001,Baltimore Ravens,Assistant strength and conditioning,Paul Ricci
2001,Buffalo Bills,Owner,Ralph Wilson
2001,Buffalo Bills,President and general manager,Tom Donahoe
2001,Buffalo Bills,Vice president of player personnel,Dwight Adams
2001,Buffalo Bills,Director of football operations,Tom Modrak
2001,Buffalo Bills,Director of pro personnel,John Guy
2001,Buffalo Bills,Head coach,Gregg Williams
2001,Buffalo Bills,Administrative assistant to the head coach,Chuck Lester
2001,Buffalo Bills,Offensive coordinator,Mike Sheppard
2001,Buffalo Bills,Quarterbacks,Steve Kragthorpe
2001,Buffalo Bills,Running backs,Steve Fairchild
2001,Buffalo Bills,Wide receivers,Fred Graves
2001,Buffalo Bills,Tight ends,Dan Neal
2001,Buffalo Bills,Offensive line,Ronnie Vinklarek
2001,Buffalo Bills,Offensive assistant,Tommy Kaiser
2001,Buffalo Bills,Defensive coordinator,Jerry Gray
2001,Buffalo Bills,Defensive line,John Levra
2001,Buffalo Bills,Linebackers,Miles Aldridge
2001,Buffalo Bills,Defensive backs,Pat Thomas
2001,Buffalo Bills,Assistant defensive backs/third down specialist,Steve Jackson
2001,Buffalo Bills,Defensive assistant,Chuck Lester
2001,Buffalo Bills,Special teams,Danny Smith
2001,Buffalo Bills,Special teams assistant,Tommy Kaiser
2001,Buffalo Bills,Strength and conditioning coordinator,Rusty Jones
2001,Carolina Panthers,Owner/founder,Jerry Richardson
2001,Carolina Panthers,President,Mark Richardson
2001,Carolina Panthers,Director of football operations,Marty Hurney
2001,Carolina Panthers,Director of player personnel,Jack Bushofsky
2001,Carolina Panthers,Head coach,George Seifert
2001,Carolina Panthers,Assistant head coach/offensive coordinator,Richard Williamson
2001,Carolina Panthers,Quarterbacks,Turk Schonert
2001,Carolina Panthers,Running backs,Chick Harris
2001,Carolina Panthers,Wide receivers,Mike McCoy
2001,Carolina Panthers,Tight ends,Don Breaux
2001,Carolina Panthers,Offensive line,Paul Boudreau
2001,Carolina Panthers,Offensive assistant,Greg Roman
2001,Carolina Panthers,Assistant head coach/defensive coordinator,John Marshall
2001,Carolina Panthers,Defensive line,Jacob Burney
2001,Carolina Panthers,Linebackers,Sam Mills
2001,Carolina Panthers,Defensive Backs (Secondary),Carlos Mainord
2001,Carolina Panthers,Defensive assistant,Alvin Reynolds
2001,Carolina Panthers,Special teams,Scott O'Brien
2001,Carolina Panthers,Strength and conditioning,Jerry Simmons
2001,Chicago Bears,Chairman emeritus,Ed McCaskey
2001,Chicago Bears,chairman of the board,Michael McCaskey
2001,Chicago Bears,Secretary,Virginia Halas McCaskey
2001,Chicago Bears,President and CEO,Ted Phillips
2001,Chicago Bears,Vice president of player personnel,Mark Hatley
2001,Chicago Bears,Director of college scouting,Greg Gabriel
2001,Chicago Bears,Director of pro personnel,Bobby DePaul
2001,Chicago Bears,Head coach,Dick Jauron
2001,Chicago Bears,Offensive coordinator,John Shoop
2001,Chicago Bears,Running backs,Earle Mosley
2001,Chicago Bears,Wide receivers,Todd Haley
2001,Chicago Bears,Tight ends,Pat Flaherty
2001,Chicago Bears,Offensive line,Bob Wiley
2001,Chicago Bears,Offensive quality control,Charlie Coiner
2001,Chicago Bears,Defensive coordinator,Greg Blache
2001,Chicago Bears,Defensive line,Rex Norris
2001,Chicago Bears,Linebackers,Dale Lindsey
2001,Chicago Bears,Defensive backs,Vance Bedford
2001,Chicago Bears,Defensive quality control,Chuck Bullough
2001,Chicago Bears,Special teams,Mike Sweatman
2001,Chicago Bears,Physical development coordinator,Russ Riederer
2001,Chicago Bears,Assistant physical development coordinator,Steve Little
2001,Denver Broncos,President and chief executive officer,Pat Bowlen
2001,Denver Broncos,General manager,Neal Dahlen
2001,Denver Broncos,Head coach/vice president of football operations,Mike Shanahan
2001,Denver Broncos,Assistant head coach/offensive line,Alex Gibbs
2001,Denver Broncos,Head coach's assistant,Zaven Yaralian
2001,Denver Broncos,Offensive coordinator/quarterbacks,Gary Kubiak
2001,Denver Broncos,Running backs,Bobby Turner
2001,Denver Broncos,Wide receivers,Karl Dorrell
2001,Denver Broncos,Tight ends,Brian Pariani
2001,Denver Broncos,Offensive line,Rick Dennison
2001,Denver Broncos,Offensive assistant,Pat McPherson
2001,Denver Broncos,Defensive coordinator,Ray Rhodes
2001,Denver Broncos,Defensive line,George Dyer
2001,Denver Broncos,Linebackers,Larry Coyer
2001,Denver Broncos,Defensive backs,Ron Milus
2001,Denver Broncos,Safeties,David Gibbs
2001,Denver Broncos,Defensive assistant,Steve Watson
2001,Denver Broncos,Pass rush specialist,John Teerlinck
2001,Denver Broncos,Special teams,Frank Bush
2001,Denver Broncos,Special teams assistant,Anthony Lynn
2001,Denver Broncos,Strength and conditioning,Rich Tuten
2001,Denver Broncos,Assistant strength and conditioning,Greg Saporta
2001,Denver Broncos,Assistant strength and conditioning,Cedric Smith
2001,Detroit Lions,Owner and chairman,William Clay Ford Sr.
2001,Detroit Lions,Vice chairman,William Clay Ford Jr.
2001,Detroit Lions,President and chief executive officer,Matt Millen
2001,Detroit Lions,Vice president of stadium development and salary cap,Tom Lewand
2001,Detroit Lions,Senior director of football administration/staff counsel,Martin Mayhew
2001,Detroit Lions,Executive director of player personnel,Bill Tobin
2001,Detroit Lions,Director of pro personnel,Sheldon White
2001,Detroit Lions,Director of college scouting,Russ Bolinger
2001,Detroit Lions,Assistant director of pro personnel,Charlie Sanders
2001,Detroit Lions,Head coach,Marty Mornhinweg
2001,Detroit Lions,Offensive coordinator/running backs,Maurice Carthon
2001,Detroit Lions,Quarterbacks,Kevin Higgins
2001,Detroit Lions,Wide receivers,Larry Kirksey
2001,Detroit Lions,Tight ends,Sean Kugler
2001,Detroit Lions,Offensive line,Carl Mauck
2001,Detroit Lions,Offensive assistant/quality control,Mike McHugh
2001,Detroit Lions,Defensive coordinator,Vince Tobin
2001,Detroit Lions,Defensive line,Bill Young
2001,Detroit Lions,Assistant defensive line/pass rush specialist,Charles Haley
2001,Detroit Lions,Linebackers,Glenn Pires
2001,Detroit Lions,Defensive backs,Richard Selcer
2001,Detroit Lions,Defensive assistant/quality control,Don Clemons
2001,Detroit Lions,Special teams,Chuck Priefer
2001,Detroit Lions,Strength and conditioning,Jason Arapoff
2001,Detroit Lions,Assistant strength and conditioning,Malcolm Blacken
2001,Green Bay Packers,President and chief executive officer,Bob Harlan
2001,Green Bay Packers,Executive vice president and general manager,Mike Sherman
2001,Green Bay Packers,Senior vice president of administration,John Jones
2001,Green Bay Packers,Vice president of football operations,Mark Hatley
2001,Green Bay Packers,Director of Player Finance,Andrew Brandt
2001,Green Bay Packers,Director of college scouting,John Dorsey
2001,Green Bay Packers,Director of pro personnel,Reggie McKenzie
2001,Green Bay Packers,Assistant Director of College Scouting,Shaun Herock
2001,Green Bay Packers,Assistant Director of pro personnel,Sean Howard
2001,Green Bay Packers,Head coach,Mike Sherman
2001,Green Bay Packers,Offensive coordinator,Tom Rossley
2001,Green Bay Packers,Running backs,Sylvester Croom
2001,Green Bay Packers,Wide receivers,Ray Sherman
2001,Green Bay Packers,Tight ends,Jeff Jagodzinski
2001,Green Bay Packers,Offensive line,Larry Beightol
2001,Green Bay Packers,Assistant offensive line,Pat Ruel
2001,Green Bay Packers,Offensive assistant/quality control,Darrell Bevell
2001,Green Bay Packers,Defensive coordinator,Ed Donatell
2001,Green Bay Packers,Defensive line,Jethro Franklin
2001,Green Bay Packers,Linebackers,Bo Pelini
2001,Green Bay Packers,Defensive backs,Bob Slowik
2001,Green Bay Packers,Assistant Defensive Backs,Lionel Washington
2001,Green Bay Packers,Defensive assistant/quality control,Brad Miller
2001,Green Bay Packers,Special teams,Frank Novak
2001,Green Bay Packers,Strength and conditioning,Barry Rubin
2001,Green Bay Packers,Strength and Conditioning Assistant,Mark Lovat
2001,Green Bay Packers,Weight Room Assistant,Vince Workman
2001,Indianapolis Colts,Owner and chief executive officer,Jim Irsay
2001,Indianapolis Colts,President,Bill Polian
2001,Indianapolis Colts,Director of football operations,Dom Anile
2001,Indianapolis Colts,Director of pro player personnel,Clyde Powers
2001,Indianapolis Colts,Assistant director of football operations,Chris Polian
2001,Indianapolis Colts,Director of player development,Steve Champlin
2001,Indianapolis Colts,Coordinator of player personnel,John Becker
2001,Indianapolis Colts,Director of college scouting,Mike Butler
2001,Indianapolis Colts,Head coach,Jim E. Mora
2001,Indianapolis Colts,Assistant head coach/defensive backs,George Catavolos
2001,Indianapolis Colts,Offensive coordinator,Tom Moore
2001,Indianapolis Colts,Quarterbacks,John Hufnagel
2001,Indianapolis Colts,Running backs,Gene Huey
2001,Indianapolis Colts,Receivers,Jay Norvell
2001,Indianapolis Colts,Tight ends,Tony Marciano
2001,Indianapolis Colts,Offensive line,Howard Mudd
2001,Indianapolis Colts,Defensive coordinator,Vic Fangio
2001,Indianapolis Colts,Defensive line,Todd Grantham
2001,Indianapolis Colts,Linebackers,Mike Murphy
2001,Indianapolis Colts,Defensive assistant,John Pagano
2001,Indianapolis Colts,Special teams,Kevin Spencer
2001,Indianapolis Colts,Strength and conditioning,Jon Torine
2001,Indianapolis Colts,Assistant strength and conditioning,Richard Howell
2001,Jacksonville Jaguars,Chairman/chief executive officer,Wayne Weaver
2001,Jacksonville Jaguars,Senior vice president of football operations,Michael Huyghue
2001,Jacksonville Jaguars,Director of player personnel,Rick Reiprish
2001,Jacksonville Jaguars,Director of college scouting,Gene Smith
2001,Jacksonville Jaguars,Director of pro scouting,Fran Foley
2001,Jacksonville Jaguars,College scout,Louis Clark
2001,Jacksonville Jaguars,Head coach,Tom Coughlin
2001,Jacksonville Jaguars,Offensive coordinator,Bobby Petrino
2001,Jacksonville Jaguars,Running backs,Jerald Ingram
2001,Jacksonville Jaguars,Wide receivers,John McNulty
2001,Jacksonville Jaguars,Tight ends,Fred Hoaglin
2001,Jacksonville Jaguars,Offensive line,Mike Maser
2001,Jacksonville Jaguars,Offensive quality control,Garrick McGee
2001,Jacksonville Jaguars,Defensive coordinator,Gary Moeller
